Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi/Pascal,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Powershell,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic
2004-01-01,0.3733333333333333,0.37666666666666665,9.636666666666668,5.0683333333333325,0.5,0.0,2.7266666666666666,0.0,0.07166666666666667,0.215,29.62333333333333,8.571666666666667,0.0,0.14666666666666664,0.19333333333333333,2.1333333333333333,0.19833333333333333,7.103333333333333,19.25,0.11166666666666668,2.7133333333333334,0.40166666666666667,0.41,0.18000000000000002,0.1466666666666667,0.0,0.0,1.4966666666666668,8.353333333333333
2005-01-01,0.35833333333333334,0.3358333333333334,9.2825,5.839166666666666,0.43999999999999995,0.0,2.494166666666667,0.0,0.08249999999999999,0.23250000000000004,30.154166666666665,8.294166666666667,0.0,0.011666666666666665,0.24916666666666665,2.2358333333333333,0.1375,6.6675,19.647499999999997,0.06,3.124166666666667,0.43916666666666665,0.6808333333333333,0.13916666666666663,0.07833333333333332,0.0,0.055000000000000014,1.5441666666666665,7.418333333333333
2006-01-01,0.36250000000000004,0.2516666666666667,8.380833333333335,6.68,0.4366666666666667,0.0,2.0916666666666663,0.0,0.09416666666666668,0.2916666666666667,30.01833333333333,8.26,0.0,0.045000000000000005,0.3925,2.3066666666666666,0.12083333333333335,5.6308333333333325,20.083333333333332,0.09333333333333334,3.818333333333334,0.5333333333333334,1.9441666666666668,0.09416666666666668,0.1383333333333333,0.0,0.034999999999999996,1.5941666666666665,6.309166666666667
2007-01-01,0.3708333333333333,0.22583333333333333,8.055833333333334,6.878333333333334,0.35999999999999993,0.0,1.7766666666666666,0.06166666666666668,0.09166666666666667,0.32,30.474166666666672,8.419166666666667,0.0,0.07416666666666667,0.3658333333333334,2.3341666666666665,0.085,4.844166666666666,20.10916666666667,0.12416666666666666,4.341666666666666,0.6366666666666666,2.689166666666667,0.07333333333333333,0.1225,0.0,0.065,1.644166666666667,5.448333333333333
2008-01-01,0.37333333333333335,0.20666666666666664,8.026666666666666,7.570833333333333,0.4083333333333334,0.0,1.7433333333333332,0.06083333333333335,0.24,0.33,29.7675,8.0175,0.0,0.05916666666666667,0.43166666666666664,2.5641666666666665,0.13333333333333333,4.197500000000001,19.42083333333333,0.2575,5.216666666666668,0.8266666666666667,2.8508333333333336,0.055833333333333346,0.1925,0.0,0.11500000000000003,1.713333333333333,5.219166666666665
2009-01-01,0.39833333333333343,0.18833333333333335,9.124999999999998,7.245833333333333,0.4133333333333333,0.0,1.5499999999999998,0.055000000000000014,0.32749999999999996,0.3041666666666667,27.979166666666668,7.716666666666668,0.0,0.06083333333333335,0.4116666666666666,2.9274999999999998,0.14583333333333334,4.065833333333333,18.88166666666667,0.37916666666666665,6.515833333333333,1.025,2.6350000000000002,0.05166666666666666,0.1391666666666667,0.0,0.030833333333333334,2.021666666666667,5.404166666666666
2010-01-01,0.5783333333333334,0.15333333333333335,11.387500000000001,6.345833333333334,0.5216666666666666,0.0,1.2683333333333333,0.028333333333333332,0.3733333333333333,0.2641666666666666,28.250833333333333,7.162499999999999,0.0,0.01916666666666667,0.4741666666666667,3.2999999999999994,0.4375,3.2966666666666664,17.644166666666663,0.64,6.338333333333334,1.1916666666666667,2.3416666666666663,0.06916666666666667,0.2275,0.0,0.0,2.4091666666666667,5.278333333333333
2011-01-01,0.6549999999999999,0.21166666666666667,12.511666666666668,6.245833333333333,0.4058333333333333,0.04416666666666667,1.1191666666666666,0.02583333333333333,0.3416666666666666,0.305,28.135,7.0441666666666665,0.0,0.013333333333333334,0.4725,3.1075,1.9375,2.4991666666666665,16.235833333333332,0.6183333333333333,7.0075,1.3383333333333336,2.5558333333333336,0.054166666666666675,0.30083333333333334,0.0,0.019999999999999997,2.0483333333333333,4.7491666666666665
2012-01-01,0.7233333333333333,0.23499999999999996,9.487499999999999,8.278333333333334,0.35833333333333334,0.125,0.9508333333333332,0.03666666666666667,0.3625,0.3,27.095,7.030000000000001,0.07833333333333332,0.021666666666666667,0.5941666666666666,3.0999999999999996,4.291666666666667,2.1774999999999998,14.996666666666664,0.8808333333333334,8.058333333333334,1.6441666666666668,2.6316666666666664,0.06333333333333335,0.3925,0.0,0.01,2.219166666666667,3.8641666666666663
2013-01-01,0.6116666666666667,0.2366666666666667,8.158333333333333,9.700833333333335,0.3308333333333333,0.08916666666666667,0.7433333333333333,0.07333333333333332,0.3733333333333333,0.28583333333333333,26.373333333333335,7.374166666666667,0.11750000000000001,0.025833333333333337,0.6616666666666667,3.0875,5.489166666666666,1.8741666666666668,14.001666666666667,0.71,9.39,1.9816666666666665,2.728333333333333,0.07500000000000001,0.4916666666666667,0.0,0.03833333333333333,1.6991666666666665,3.2841666666666662
2014-01-01,0.5783333333333333,0.2825,7.97,9.5825,0.3391666666666666,0.1633333333333333,0.6658333333333334,0.15583333333333332,0.43416666666666676,0.3416666666666666,25.9675,7.526666666666667,0.18416666666666667,0.005,0.5891666666666667,2.964166666666667,6.409166666666667,1.2133333333333332,12.755,0.75,10.149166666666668,2.289166666666667,2.5925,0.22250000000000003,0.6441666666666667,0.7933333333333333,0.10666666666666665,1.6324999999999996,2.6875000000000004
2015-01-01,0.5416666666666666,0.3216666666666666,7.731666666666666,9.235833333333334,0.3283333333333333,0.12083333333333335,0.5575,0.24,0.4583333333333334,0.32583333333333336,25.247500000000002,7.388333333333333,0.17666666666666664,0.0,0.5116666666666667,3.011666666666667,5.79,1.3266666666666669,11.6325,0.7841666666666667,11.204166666666666,2.811666666666667,2.5799999999999996,0.1991666666666667,0.8266666666666665,2.7225,0.18166666666666667,1.5366666666666668,2.2049999999999996
2016-01-01,0.44083333333333335,0.4316666666666668,7.490833333333334,8.951666666666666,0.32666666666666666,0.09333333333333337,0.42416666666666664,0.3825,0.4033333333333333,0.32999999999999996,23.950833333333325,7.688333333333333,0.18916666666666668,0.04666666666666667,0.5466666666666667,2.8524999999999996,5.3825,1.0766666666666667,10.768333333333333,0.695,13.315833333333332,3.31,2.3366666666666664,0.2825,1.0474999999999999,3.385833333333333,0.6508333333333333,1.4624999999999997,1.735
2017-01-01,0.4766666666666666,0.4291666666666667,7.103333333333333,8.240833333333333,0.3058333333333333,0.09916666666666668,0.3308333333333333,0.5591666666666667,0.4875,0.3025,22.0975,8.254166666666665,0.18249999999999997,0.355,0.4366666666666666,2.5291666666666672,4.490833333333334,0.8408333333333334,9.274166666666666,0.7858333333333333,17.342499999999998,3.9749999999999996,2.0225000000000004,0.325,1.2541666666666667,3.466666666666667,1.2233333333333336,1.4141666666666666,1.3941666666666668
2018-01-01,0.5066666666666666,0.37500000000000006,6.155833333333334,7.665833333333333,0.3,0.13166666666666665,0.28,0.8666666666666667,0.5116666666666668,0.27916666666666673,21.573333333333334,8.241666666666667,0.2058333333333333,0.9191666666666666,0.38166666666666665,2.143333333333333,3.419166666666667,0.7391666666666666,7.7425,0.9391666666666666,22.494999999999994,4.053333333333333,1.6208333333333333,0.3825,1.2191666666666667,2.779166666666667,1.4683333333333335,1.3999999999999997,1.2058333333333329
2019-01-01,0.48,0.3675000000000001,5.884166666666666,7.228333333333334,0.33499999999999996,0.2775,0.23916666666666672,1.1766666666666665,0.4925000000000001,0.27499999999999997,19.826666666666664,8.074166666666668,0.30250000000000005,1.28,0.31,1.846666666666667,2.74,0.58,6.662499999999999,1.0233333333333334,27.2525,3.8416666666666672,1.4083333333333332,0.5308333333333334,1.1133333333333333,2.4016666666666664,1.6525,1.3708333333333333,1.0250000000000001
2020-01-01,0.5041666666666668,0.4725000000000001,5.7525,6.690833333333333,0.3316666666666667,0.5733333333333334,0.2383333333333334,1.3833333333333335,0.4458333333333333,0.3,17.031666666666666,8.030000000000001,0.415,1.5141666666666664,0.4575,1.8083333333333333,2.720833333333333,0.5091666666666667,5.944166666666667,1.1258333333333332,30.44,3.8291666666666657,1.3166666666666664,0.8458333333333335,1.0558333333333334,2.245,1.8366666666666667,1.29,0.8950000000000001
2021-01-01,0.4825,0.8225000000000001,6.552500000000001,6.89,0.34583333333333327,0.5566666666666668,0.25500000000000006,1.3816666666666666,0.38583333333333325,0.24583333333333335,17.371666666666666,8.775,0.4058333333333333,1.7083333333333333,0.5283333333333334,1.5308333333333335,2.4233333333333333,0.3433333333333333,6.134166666666666,1.1375,29.679166666666664,3.7566666666666664,1.0491666666666666,1.0666666666666667,0.7591666666666668,1.7358333333333331,1.6666666666666667,1.2425,0.7691666666666666
2022-01-01,0.4408333333333334,0.7166666666666667,6.784166666666667,7.142500000000001,0.2675,0.7308333333333333,0.047499999999999994,1.7183333333333335,0.3975,0.26166666666666666,17.453333333333333,9.37,0.3558333333333334,1.7341666666666669,0.5141666666666667,1.678333333333333,2.173333333333333,0.31999999999999995,5.529166666666666,0.8583333333333333,28.006666666666664,4.283333333333333,0.9666666666666665,1.3975,0.6658333333333334,2.0783333333333336,2.5241666666666664,0.9841666666666665,0.595
2023-01-01,0.5275,1.008333333333333,6.648333333333333,6.7875000000000005,0.29750000000000004,0.8908333333333333,0.12833333333333333,1.9308333333333332,0.3575,0.2625,16.022500000000004,9.3775,0.3975,1.8291666666666668,0.5933333333333334,1.6300000000000001,2.2008333333333336,0.325,5.047499999999999,0.9091666666666667,27.793333333333333,4.351666666666667,1.0341666666666667,2.065,0.6466666666666666,2.4666666666666672,2.9358333333333335,0.9583333333333335,0.5758333333333333
2024-01-01,0.5924999999999999,1.0199999999999998,6.655833333333334,6.636666666666667,0.2075,0.9783333333333332,0.08250000000000002,2.1558333333333333,0.2716666666666667,0.14000000000000004,15.641666666666667,8.487499999999999,0.3299999999999999,1.9033333333333333,0.7333333333333333,1.5024999999999997,2.45,0.16333333333333336,4.3549999999999995,0.9508333333333335,29.030833333333334,4.641666666666667,1.01,2.5375,0.5741666666666667,2.704166666666667,2.8841666666666668,0.9366666666666666,0.4200000000000001
